Date,Open,High,Low,Close,Adj Close,Volume
2024-04-22,2944.89990234375,2965.64990234375,2935.60009765625,2959.699951171875,2949.688720703125,5175181
2024-04-23,2958.0,2987.0,2911.10009765625,2918.64990234375,2908.777587890625,7302777
2024-04-24,2927.0,2937.10009765625,2899.0,2900.35009765625,2890.53955078125,5231388
2024-04-25,2885.0,2935.949951171875,2883.0,2919.949951171875,2910.0732421875,7971963
2024-04-26,2927.89990234375,2930.0,2900.0,2905.10009765625,2895.273681640625,4706924
2024-04-29,2900.0,2935.800048828125,2900.0,2930.050048828125,2920.13916015625,3623987
2024-04-30,2936.0,2966.14990234375,2925.75,2934.0,2924.07568359375,5737131
2024-05-02,2944.0,2954.64990234375,2928.25,2933.10009765625,2923.178955078125,7256323
2024-05-03,2942.0,2949.89990234375,2832.300048828125,2868.0,2858.299072265625,8613479
2024-05-06,2871.0,2880.0,2836.0,2839.050048828125,2829.447021484375,3697104
2024-05-07,2831.949951171875,2841.5,2784.0,2802.949951171875,2793.468994140625,7258736
2024-05-08,2795.0,2865.89990234375,2795.0,2837.10009765625,2827.503662109375,4719501
2024-05-09,2826.0,2847.5,2780.0,2788.25,2778.81884765625,5504806
2024-05-10,2793.5,2820.0,2776.14990234375,2814.85009765625,2805.328857421875,5252548
2024-05-13,2799.800048828125,2813.949951171875,2768.0,2805.39990234375,2795.91064453125,4228310
2024-05-14,2801.949951171875,2854.14990234375,2800.050048828125,2840.14990234375,2830.54296875,3594150
2024-05-15,2841.0,2859.949951171875,2826.050048828125,2832.550048828125,2822.968994140625,2523267
2024-05-16,2837.10009765625,2855.0,2796.050048828125,2850.699951171875,2841.057373046875,7355887
2024-05-17,2846.10009765625,2874.39990234375,2826.5,2871.39990234375,2861.6875,5458238
2024-05-21,2851.199951171875,2883.64990234375,2851.199951171875,2872.25,2862.53466796875,5588064
2024-05-22,2872.550048828125,2937.550048828125,2872.550048828125,2921.300048828125,2911.418701171875,5140802
2024-05-23,2917.10009765625,2984.449951171875,2910.0,2972.10009765625,2962.046875,7304130
2024-05-24,2967.25,2977.0,2952.199951171875,2960.5,2950.486083984375,3547388
2024-05-27,2960.449951171875,2969.800048828125,2923.10009765625,2932.5,2922.580810546875,3314505
2024-05-28,2936.0,2957.0,2905.5,2912.39990234375,2902.548583984375,3910081
2024-05-29,2893.0,2916.0,2876.89990234375,2881.550048828125,2871.80322265625,3691778
2024-05-30,2871.0,2880.800048828125,2840.199951171875,2849.699951171875,2840.060791015625,6603429
2024-05-31,2862.60009765625,2884.5,2844.5,2860.800048828125,2851.123291015625,15534916
2024-06-03,2966.0,3029.0,2918.0,3020.64990234375,3010.4326171875,10763971
2024-06-04,2996.10009765625,2996.10009765625,2718.60009765625,2794.550048828125,2785.097412109375,18354549
2024-06-05,2844.0,2862.300048828125,2768.199951171875,2841.5,2831.888671875,8732445
2024-06-06,2870.0,2887.39990234375,2842.699951171875,2863.199951171875,2853.51513671875,8927861
2024-06-07,2857.0,2944.0,2853.0,2939.89990234375,2929.95556640625,9279348
2024-06-10,2939.89990234375,2986.699951171875,2936.14990234375,2942.800048828125,2932.845947265625,4625880
2024-06-11,2938.0,2947.35009765625,2909.35009765625,2913.35009765625,2903.49560546875,5887451
2024-06-12,2915.0,2952.0,2910.35009765625,2926.64990234375,2916.75048828125,5040871
2024-06-13,2944.0,2944.5,2920.199951171875,2930.5,2920.587646484375,4590580
2024-06-14,2940.0,2959.35009765625,2914.449951171875,2955.10009765625,2945.1044921875,4078999
2024-06-18,2974.699951171875,2974.800048828125,2942.699951171875,2962.050048828125,2952.031005859375,3598383
2024-06-19,2975.0,2975.0,2912.0,2917.300048828125,2907.432373046875,4362937
2024-06-20,2918.0,2965.699951171875,2900.199951171875,2947.39990234375,2937.430419921875,8056888
2024-06-21,2947.25,2949.39990234375,2881.14990234375,2908.39990234375,2898.562255859375,15585180
2024-06-24,2891.050048828125,2899.0,2875.0,2882.949951171875,2873.1982421875,4439193
2024-06-25,2886.0,2911.85009765625,2882.0,2908.300048828125,2898.462646484375,3522693
2024-06-26,2892.10009765625,3037.949951171875,2890.25,3028.050048828125,3017.8076171875,11007441
2024-06-27,3027.5,3075.0,3012.0,3061.10009765625,3050.745849609375,14191515
2024-06-28,3062.050048828125,3162.0,3062.050048828125,3130.800048828125,3120.210205078125,14478668
2024-07-01,3125.050048828125,3158.800048828125,3111.35009765625,3120.300048828125,3109.74560546875,3862153
2024-07-02,3139.0,3147.0,3114.0,3130.35009765625,3119.76171875,3874623
2024-07-03,3132.64990234375,3150.0,3085.550048828125,3104.85009765625,3094.347900390625,4524810
2024-07-04,3114.0,3135.0,3101.60009765625,3108.050048828125,3097.537109375,3418588
2024-07-05,3107.64990234375,3197.0,3096.0,3177.25,3166.5029296875,6134855
2024-07-08,3178.0,3217.60009765625,3165.050048828125,3201.800048828125,3190.969970703125,4750403
2024-07-09,3195.199951171875,3201.0,3161.0,3180.550048828125,3169.791748046875,3480001
2024-07-10,3190.0,3195.0,3126.300048828125,3168.449951171875,3157.732666015625,3567289
2024-07-11,3175.0,3208.5,3141.0,3161.300048828125,3150.60693359375,5970473
2024-07-12,3169.0,3210.300048828125,3149.0,3193.449951171875,3182.648193359375,6462392
2024-07-15,3208.89990234375,3211.699951171875,3171.0,3194.449951171875,3183.644775390625,2664844
2024-07-16,3187.0,3200.0,3138.25,3152.5,3141.836669921875,4693419
2024-07-18,3152.0,3187.800048828125,3115.64990234375,3173.35009765625,3162.6162109375,6149187
2024-07-19,3172.0,3179.949951171875,3105.60009765625,3110.300048828125,3099.779541015625,6570195
2024-07-22,3074.5,3075.0,2998.550048828125,3001.35009765625,2991.197998046875,9837188
2024-07-23,3002.0,3011.5,2926.0,2975.800048828125,2965.734375,9026022
2024-07-24,2970.0,3019.0,2952.800048828125,2991.39990234375,2981.281494140625,5956681
2024-07-25,2962.0,3000.949951171875,2954.14990234375,2984.800048828125,2974.703857421875,6259938
2024-07-26,2984.800048828125,3024.85009765625,2980.699951171875,3018.050048828125,3007.841552734375,4929970
2024-07-29,3023.89990234375,3055.0,3023.550048828125,3040.199951171875,3029.91650390625,3769275
2024-07-30,3034.050048828125,3050.0,3020.0,3026.300048828125,3016.0634765625,4114104
2024-07-31,3008.0,3020.89990234375,3002.300048828125,3010.85009765625,3000.665771484375,5028673
2024-08-01,3024.0,3036.0,3008.60009765625,3030.60009765625,3020.34912109375,5382111
2024-08-02,3010.0,3018.64990234375,2986.550048828125,2998.64990234375,2988.5068359375,5134124
2024-08-05,2960.0,2967.800048828125,2866.5,2894.64990234375,2884.858642578125,8523352
2024-08-06,2910.300048828125,2955.0,2902.64990234375,2912.10009765625,2902.25,5118093
2024-08-07,2938.0,2945.0,2923.0,2929.64990234375,2919.740234375,4087284
2024-08-08,2915.050048828125,2930.0,2891.85009765625,2898.25,2888.44677734375,6193596
2024-08-09,2920.0,2953.0,2912.0,2948.60009765625,2938.62646484375,3124888
2024-08-12,2940.0,2946.0,2915.5,2921.25,2911.368896484375,4092292
2024-08-13,2921.5,2940.14990234375,2916.0,2927.25,2917.3486328125,3132532
2024-08-14,2927.10009765625,2944.0,2907.39990234375,2923.699951171875,2913.810546875,3133733
2024-08-16,2937.300048828125,2960.800048828125,2916.10009765625,2956.39990234375,2946.39990234375,4708451
2024-08-19,2965.0,2996.60009765625,2961.0,2976.800048828125,2976.800048828125,6898871
2024-08-20,2994.449951171875,3007.85009765625,2980.050048828125,2991.89990234375,2991.89990234375,4205904
2024-08-21,2986.5,3015.75,2980.0,2997.35009765625,2997.35009765625,3884998
2024-08-22,3006.0,3013.0,2981.300048828125,2996.25,2996.25,5222891
2024-08-23,3007.5,3022.64990234375,2996.85009765625,2999.949951171875,2999.949951171875,4624827
2024-08-26,3013.949951171875,3046.0,3006.0,3025.199951171875,3025.199951171875,4408057
2024-08-27,3021.0,3026.949951171875,2998.89990234375,3000.89990234375,3000.89990234375,3125578
2024-08-28,3010.0,3014.949951171875,2986.0,2996.60009765625,2996.60009765625,4805143
2024-08-29,3006.199951171875,3074.0,2988.0,3041.85009765625,3041.85009765625,19167679
2024-08-30,3068.0,3079.449951171875,3006.64990234375,3019.25,3019.25,20810365
2024-09-02,3021.75,3053.60009765625,3013.25,3032.5,3032.5,5620426
2024-09-03,3042.5,3046.0,3015.0,3018.25,3018.25,5461900
2024-09-04,3001.39990234375,3035.0,2999.0,3029.10009765625,3029.10009765625,5991652
2024-09-05,3038.10009765625,3051.550048828125,2974.10009765625,2985.949951171875,2985.949951171875,8132084
2024-09-06,2985.0,2994.0,2923.25,2929.64990234375,2929.64990234375,9697114
2024-09-09,2933.0,2939.85009765625,2911.199951171875,2924.89990234375,2924.89990234375,4505149
2024-09-10,2921.0,2944.10009765625,2915.14990234375,2923.050048828125,2923.050048828125,5384130
2024-09-11,2926.10009765625,2937.5,2895.10009765625,2903.0,2903.0,4880101
2024-09-12,2914.0,2972.0,2891.75,2959.60009765625,2959.60009765625,11174688
2024-09-13,2952.800048828125,2966.300048828125,2939.0,2945.25,2945.25,4355664
2024-09-16,2955.10009765625,2961.800048828125,2929.5,2942.699951171875,2942.699951171875,2740887
2024-09-17,2948.0,2954.949951171875,2933.25,2944.60009765625,2944.60009765625,2967664
2024-09-18,2940.0,2964.0,2921.10009765625,2926.89990234375,2926.89990234375,4287357
2024-09-19,2932.5,2953.0,2911.10009765625,2939.35009765625,2939.35009765625,8477951
2024-09-20,2948.0,2990.0,2942.75,2971.85009765625,2971.85009765625,15448660
2024-09-23,2982.0,3003.0,2977.89990234375,2986.75,2986.75,4416157
2024-09-24,2977.0,3001.0,2975.75,2978.75,2978.75,8568722
2024-09-25,2967.800048828125,2993.0,2960.39990234375,2987.89990234375,2987.89990234375,3534501
2024-09-26,2981.300048828125,3008.0,2976.10009765625,2995.89990234375,2995.89990234375,9409499
2024-09-27,2998.0,3066.949951171875,2984.0,3052.35009765625,3052.35009765625,10298739
2024-09-30,3038.800048828125,3049.949951171875,2948.800048828125,2953.14990234375,2953.14990234375,13504407
2024-10-01,2961.300048828125,2975.89990234375,2925.64990234375,2929.64990234375,2929.64990234375,8215821
2024-10-03,2873.14990234375,2898.800048828125,2804.14990234375,2813.949951171875,2813.949951171875,18878647
2024-10-04,2807.85009765625,2834.699951171875,2763.550048828125,2773.050048828125,2773.050048828125,18536438
2024-10-07,2787.0,2793.0,2722.75,2741.449951171875,2741.449951171875,11090670
2024-10-08,2745.949951171875,2802.0,2730.199951171875,2794.699951171875,2794.699951171875,8510404
2024-10-09,2795.050048828125,2801.949951171875,2745.0,2749.199951171875,2749.199951171875,7155305
2024-10-10,2760.050048828125,2772.0,2738.85009765625,2742.10009765625,2742.10009765625,11179323
2024-10-11,2740.0,2766.550048828125,2737.64990234375,2744.199951171875,2744.199951171875,3990061
2024-10-14,2758.89990234375,2760.14990234375,2736.5,2745.050048828125,2745.050048828125,6110716
2024-10-15,2717.050048828125,2743.39990234375,2681.39990234375,2688.050048828125,2688.050048828125,16881397
2024-10-16,2680.0,2728.0,2675.25,2708.14990234375,2708.14990234375,10017219
2024-10-17,2731.39990234375,2736.89990234375,2704.10009765625,2712.85009765625,2712.85009765625,7771830
2024-10-18,2704.35009765625,2736.85009765625,2682.64990234375,2718.60009765625,2718.60009765625,6041226
2024-10-21,2734.25,2748.0,2715.449951171875,2738.39990234375,2738.39990234375,7030866
